# source: Mechanical strip of FinnGen ICD-10-FI patterns → standard ICD-10-CM ancestor → Athena Maps-to SNOMED
# target_vocab: SNOMED (Athena 5.4 snapshot — live vocab.concept, verified 2026-04-17)
# license: Derived work (FinnGen patterns are facts; Athena mappings CC-BY-4.0)
# curator: Phase 13-04 executor (Parthenon GSD agent)
source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason,provenance_tag
M059,0,ICD10_FIN,Rheumatoid arthritis with rheumatoid factor,4035611,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M060,0,ICD10_FIN,Other rheumatoid arthritis,80809,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M061,0,ICD10_FIN,Other rheumatoid arthritis,80809,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M068,0,ICD10_FIN,Other rheumatoid arthritis,80809,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M069,0,ICD10_FIN,Other rheumatoid arthritis,80809,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M070,0,ICD10_FIN,Enteropathic arthropathies,1075205,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M071,0,ICD10_FIN,Enteropathic arthropathies,1075205,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M072,0,ICD10_FIN,Enteropathic arthropathies,1075205,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M073,0,ICD10_FIN,Enteropathic arthropathies,1075205,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M074,0,ICD10_FIN,Enteropathic arthropathies,1075205,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M075,0,ICD10_FIN,Enteropathic arthropathies,1075205,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M076,0,ICD10_FIN,Enteropathic arthropathies,1075205,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M07&L405,0,ICD10_FIN,Enteropathic arthropathies,1075205,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M080,0,ICD10_FIN,Juvenile arthritis,4259507,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M083,0,ICD10_FIN,Juvenile arthritis,4259507,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M10[0,0,ICD10_FIN,Gout,440674,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M100,0,ICD10_FIN,Gout,440674,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M102,0,ICD10_FIN,Gout,440674,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M103,0,ICD10_FIN,Gout,440674,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M104,0,ICD10_FIN,Gout,440674,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M108,0,ICD10_FIN,Gout,440674,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M109,0,ICD10_FIN,Gout,440674,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M110,0,ICD10_FIN,Other crystal arthropathies,80484,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M111,0,ICD10_FIN,Other crystal arthropathies,80484,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M112,0,ICD10_FIN,Other crystal arthropathies,80484,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M118,0,ICD10_FIN,Other crystal arthropathies,80484,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M119,0,ICD10_FIN,Other crystal arthropathies,80484,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M120,0,ICD10_FIN,Other and unspecified arthropathy,73553,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M121,0,ICD10_FIN,Other and unspecified arthropathy,73553,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M122,0,ICD10_FIN,Other and unspecified arthropathy,73553,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M123,0,ICD10_FIN,Other and unspecified arthropathy,73553,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M124,0,ICD10_FIN,Other and unspecified arthropathy,73553,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M125,0,ICD10_FIN,Other and unspecified arthropathy,73553,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M128,0,ICD10_FIN,Other and unspecified arthropathy,73553,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M130,0,ICD10_FIN,Other arthritis,4291025,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M131,0,ICD10_FIN,Other arthritis,4291025,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M138,0,ICD10_FIN,Other arthritis,4291025,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M139,0,ICD10_FIN,Other arthritis,4291025,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M146&A521,0,ICD10_FIN,Arthropathies in other diseases classified elsewhere,80494,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M146&E106,0,ICD10_FIN,Arthropathies in other diseases classified elsewhere,80494,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M146&E116,0,ICD10_FIN,Arthropathies in other diseases classified elsewhere,80494,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M151,0,ICD10_FIN,Polyosteoarthritis,80180,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M160,0,ICD10_FIN,Osteoarthritis of hip,4079749,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M161,0,ICD10_FIN,Osteoarthritis of hip,4079749,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M167,0,ICD10_FIN,Osteoarthritis of hip,4079749,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M170,0,ICD10_FIN,Osteoarthritis of knee,4079750,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M171,0,ICD10_FIN,Osteoarthritis of knee,4079750,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M175,0,ICD10_FIN,Osteoarthritis of knee,4079750,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M200,0,ICD10_FIN,Acquired deformities of fingers and toes,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M201,0,ICD10_FIN,Acquired deformities of fingers and toes,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M202,0,ICD10_FIN,Acquired deformities of fingers and toes,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M203,0,ICD10_FIN,Acquired deformities of fingers and toes,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M204,0,ICD10_FIN,Acquired deformities of fingers and toes,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M205,0,ICD10_FIN,Acquired deformities of fingers and toes,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M206,0,ICD10_FIN,Acquired deformities of fingers and toes,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M210,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M211,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M212,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M213,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M214,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M215,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M216,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M217,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M218,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M219,0,ICD10_FIN,Other acquired deformities of limbs,133857,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M220,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M221,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M222,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M223,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M224,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M225,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M226,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M227,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M228,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M229,0,ICD10_FIN,Disorder of patella,36715577,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M230,0,ICD10_FIN,Internal derangement of knee,76786,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M231,0,ICD10_FIN,Internal derangement of knee,76786,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M232,0,ICD10_FIN,Internal derangement of knee,76786,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M233,0,ICD10_FIN,Internal derangement of knee,76786,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M240,0,ICD10_FIN,Other specific joint derangements,78228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M241,0,ICD10_FIN,Other specific joint derangements,78228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M243,0,ICD10_FIN,Other specific joint derangements,78228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M244,0,ICD10_FIN,Other specific joint derangements,78228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M245,0,ICD10_FIN,Other specific joint derangements,78228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M246,0,ICD10_FIN,Other specific joint derangements,78228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M247,0,ICD10_FIN,Other specific joint derangements,78228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M255,0,ICD10_FIN,"Other joint disorder, not elsewhere classified",73553,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M300,0,ICD10_FIN,Polyarteritis nodosa and related conditions,320749,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M301,0,ICD10_FIN,Polyarteritis nodosa and related conditions,320749,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M302,0,ICD10_FIN,Polyarteritis nodosa and related conditions,320749,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M303,0,ICD10_FIN,Polyarteritis nodosa and related conditions,320749,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M308,0,ICD10_FIN,Polyarteritis nodosa and related conditions,320749,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M310,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M311,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M312,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M313,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M314,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M315,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M316,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M317,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M318,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M319,0,ICD10_FIN,Other necrotizing vasculopathies,4039691,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M320,0,ICD10_FIN,Systemic lupus erythematosus (SLE),257628,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M328,0,ICD10_FIN,Systemic lupus erythematosus (SLE),257628,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M329,0,ICD10_FIN,Systemic lupus erythematosus (SLE),257628,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M330,0,ICD10_FIN,Dermatopolymyositis,80182,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M331,0,ICD10_FIN,Dermatopolymyositis,80182,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M332,0,ICD10_FIN,Dermatopolymyositis,80182,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M339,0,ICD10_FIN,Dermatopolymyositis,80182,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M340,0,ICD10_FIN,Systemic sclerosis [scleroderma],134442,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M341,0,ICD10_FIN,Systemic sclerosis [scleroderma],134442,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M342,0,ICD10_FIN,Systemic sclerosis [scleroderma],134442,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M350,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M351,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M352,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M353,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M354,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M355,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M356,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M357,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M358,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M359,0,ICD10_FIN,Other systemic involvement of connective tissue,255334,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M360,0,ICD10_FIN,Systemic disorders of connective tissue in diseases classified elsewhere,253549,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M361,0,ICD10_FIN,Systemic disorders of connective tissue in diseases classified elsewhere,253549,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M364,0,ICD10_FIN,Systemic disorders of connective tissue in diseases classified elsewhere,253549,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M400,0,ICD10_FIN,Kyphosis and lordosis,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M401,0,ICD10_FIN,Kyphosis and lordosis,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M402,0,ICD10_FIN,Kyphosis and lordosis,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M403,0,ICD10_FIN,Kyphosis and lordosis,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M404,0,ICD10_FIN,Kyphosis and lordosis,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M405,0,ICD10_FIN,Kyphosis and lordosis,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M430,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M431,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M432,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M433,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M434,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M435,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M436,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M438,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M439,0,ICD10_FIN,Other deforming dorsopathies,73302,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M460,0,ICD10_FIN,Other inflammatory spondylopathies,4153359,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M461,0,ICD10_FIN,Other inflammatory spondylopathies,4153359,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M462,0,ICD10_FIN,Other inflammatory spondylopathies,4153359,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M463,0,ICD10_FIN,Other inflammatory spondylopathies,4153359,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M464,0,ICD10_FIN,Other inflammatory spondylopathies,4153359,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M465,0,ICD10_FIN,Other inflammatory spondylopathies,4153359,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M468,0,ICD10_FIN,Other inflammatory spondylopathies,4153359,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M469,0,ICD10_FIN,Other inflammatory spondylopathies,4153359,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M480,0,ICD10_FIN,Other spondylopathies,4157453,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M481,0,ICD10_FIN,Other spondylopathies,4157453,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M482,0,ICD10_FIN,Other spondylopathies,4157453,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M483,0,ICD10_FIN,Other spondylopathies,4157453,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M484,0,ICD10_FIN,Other spondylopathies,4157453,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M485,0,ICD10_FIN,Other spondylopathies,4157453,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M488,0,ICD10_FIN,Other spondylopathies,4157453,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M489,0,ICD10_FIN,Other spondylopathies,4157453,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M511,0,ICD10_FIN,"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders",75344,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M530,0,ICD10_FIN,"Other and unspecified dorsopathies, not elsewhere classified",4260918,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M531,0,ICD10_FIN,"Other and unspecified dorsopathies, not elsewhere classified",4260918,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M532,0,ICD10_FIN,"Other and unspecified dorsopathies, not elsewhere classified",4260918,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M533,0,ICD10_FIN,"Other and unspecified dorsopathies, not elsewhere classified",4260918,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M538,0,ICD10_FIN,"Other and unspecified dorsopathies, not elsewhere classified",4260918,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M539,0,ICD10_FIN,"Other and unspecified dorsopathies, not elsewhere classified",4260918,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M540,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M541,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M542,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M543,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M544,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M545,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M546,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M548,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M549,0,ICD10_FIN,Dorsalgia,4169580,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M601,0,ICD10_FIN,Myositis,73001,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M610,0,ICD10_FIN,Calcification and ossification of muscle,4196401,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M611,0,ICD10_FIN,Calcification and ossification of muscle,4196401,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M620,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M621,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M622,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M623,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M624,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M625,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M626,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M628,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M629,0,ICD10_FIN,Other disorders of muscle,137275,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M650,0,ICD10_FIN,Synovitis and tenosynovitis,74728,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M651,0,ICD10_FIN,Synovitis and tenosynovitis,74728,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M652,0,ICD10_FIN,Synovitis and tenosynovitis,74728,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M653,0,ICD10_FIN,Synovitis and tenosynovitis,74728,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M654,0,ICD10_FIN,Synovitis and tenosynovitis,74728,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M658,0,ICD10_FIN,Synovitis and tenosynovitis,74728,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M659,0,ICD10_FIN,Synovitis and tenosynovitis,74728,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M670,0,ICD10_FIN,Other disorders of synovium and tendon,4244662,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M671,0,ICD10_FIN,Other disorders of synovium and tendon,4244662,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M672,0,ICD10_FIN,Other disorders of synovium and tendon,4244662,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M673,0,ICD10_FIN,Other disorders of synovium and tendon,4244662,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M674,0,ICD10_FIN,Other disorders of synovium and tendon,4244662,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M678,0,ICD10_FIN,Other disorders of synovium and tendon,4244662,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M679,0,ICD10_FIN,Other disorders of synovium and tendon,4244662,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M700,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M701,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M702,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M703,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M704,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M705,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M706,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M707,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M708,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M709,0,ICD10_FIN,"Soft tissue disorders related to use, overuse and pressure",376208,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M710,0,ICD10_FIN,Other bursopathies,444115,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M711,0,ICD10_FIN,Other bursopathies,444115,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M712,0,ICD10_FIN,Other bursopathies,444115,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M713,0,ICD10_FIN,Other bursopathies,444115,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M714,0,ICD10_FIN,Other bursopathies,444115,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M715,0,ICD10_FIN,Other bursopathies,444115,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M718,0,ICD10_FIN,Other bursopathies,444115,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M719,0,ICD10_FIN,Other bursopathies,444115,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
M720,0,ICD10_FIN,Fibroblastic disorders,4115942,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
